Name: california.csv
Case: a
Root Mean Squared Error: 63076.29887951363
best k: 9
data range: (17500, 500001)
dataset size: 20640
Predicted Data	Raw Data
182888.89	131300.00
415300.11	397400.00
88711.11	88900.00
155377.78	189400.00
379766.78	500001.00
137355.56	117300.00
280355.56	218200.00
76355.56	54600.00
131377.78	114100.00
403544.78	394100.00
71011.11	225000.00
319111.22	175000.00
322211.11	278200.00
208622.22	161100.00
345211.11	383700.00
383677.89	473400.00
319688.89	351800.00
62800.00	66100.00
230200.00	216400.00
351744.44	375300.00
170288.89	120100.00
182988.89	189600.00
175633.33	275000.00
295255.67	318800.00
72388.89	83800.00
113100.00	74400.00
195177.78	164600.00
194600.00	181200.00
247444.56	169000.00
277811.22	263400.00
148566.67	167500.00
141277.78	174500.00
384533.67	346200.00
396000.22	329400.00
204988.89	318000.00
117833.33	126700.00
392933.44	302100.00
165388.89	89300.00
209955.56	240300.00
144688.89	179900.00
143633.33	146300.00
162877.78	165300.00
179388.89	148300.00
249911.11	140400.00
180000.00	160900.00
139722.22	108900.00
158222.33	137300.00
96600.00	84900.00
252488.89	409700.00
243888.89	232100.00
63177.78	59600.00
68022.22	60800.00
137022.22	104100.00
188488.89	146900.00
500001.00	500001.00
301133.33	272800.00
71733.33	104700.00
107055.56	111700.00
147233.33	162500.00
130688.89	135500.00
245888.89	239100.00
139600.00	193800.00
435800.33	500001.00
161477.78	110300.00
256755.56	246900.00
269566.67	327500.00
255711.11	339800.00
175244.44	184100.00
235633.33	204800.00
334011.11	330000.00
88466.67	72700.00
317133.33	291300.00
169277.78	142900.00
392689.00	354900.00
342055.56	368000.00
447255.89	261800.00
120055.56	168800.00
435700.22	500001.00
343311.22	310000.00
143788.89	105500.00
382822.44	335300.00
84855.56	70200.00
208822.22	278200.00
180044.44	196400.00
424566.89	500001.00
227655.56	275000.00
80466.67	41400.00
231866.67	276600.00
145444.44	93800.00
119033.33	96300.00
109500.00	94700.00
140177.78	131500.00
207766.78	181100.00
307544.56	280400.00
231755.56	195300.00
230733.33	350000.00
68711.11	69000.00
218888.89	169700.00
272177.78	277000.00
281933.33	399200.00
124488.89	129400.00
194388.89	194400.00
186311.11	140400.00
144544.44	101400.00
311044.56	500001.00
367111.33	333800.00
90711.11	119600.00
124166.67	99100.00
107055.56	94900.00
281144.56	235600.00
176711.11	183200.00
242966.67	165900.00
448178.00	431600.00
169200.00	113500.00
65811.11	90000.00
168188.89	156000.00
216633.33	251300.00
303911.11	360400.00
205122.22	233300.00
240333.33	179100.00
118455.56	83300.00
116477.78	69800.00
111200.00	109400.00
201155.56	204300.00
64666.67	66400.00
307022.22	318500.00
102922.22	67400.00
201922.22	198800.00
68811.11	60200.00
283544.44	267800.00
230777.78	152400.00
169055.56	211300.00
261400.00	340600.00
113166.67	128300.00
301122.22	321800.00
60955.56	143300.00
267900.00	322900.00
168066.67	111300.00
215911.11	113800.00
354000.11	432400.00
145933.33	153000.00
124044.44	127900.00
287700.11	267600.00
218911.11	289400.00
398355.78	278600.00
133433.33	122500.00
193944.44	202600.00
82588.89	55000.00
270888.89	229800.00
128766.67	105500.00
337200.00	450000.00
93988.89	96000.00
218888.89	170300.00
53111.11	50800.00
223488.89	166200.00
55977.78	52900.00
248255.56	322500.00
316266.67	452800.00
285233.33	446000.00
58911.11	53500.00
175700.00	209100.00
281633.33	463600.00
482511.78	500001.00
162777.78	142900.00
296222.22	372000.00
282077.78	264100.00
168222.22	17500.00
285111.22	246400.00
225189.00	332400.00
215022.22	349300.00
140477.78	155700.00
188211.11	184500.00
264622.22	157400.00
105844.44	96500.00
139055.56	121400.00
205988.89	136000.00
274177.78	282700.00
163966.67	147500.00
445500.44	500001.00
74011.11	79800.00
250055.56	240000.00
199777.78	162500.00
148577.78	107400.00
279300.00	329500.00
243066.67	182300.00
155133.33	107000.00
184744.44	166100.00
67133.33	73000.00
159277.78	162900.00
426989.22	500001.00
155011.11	144800.00
169211.11	146900.00
134211.11	196900.00
394289.00	366800.00
249022.22	273000.00
262677.78	255600.00
105288.89	98900.00
446689.33	466100.00
350544.56	306300.00
152622.22	105500.00
343744.44	275000.00
102522.22	81400.00
224633.33	161900.00
127077.78	116700.00
136755.56	162500.00
198633.33	264700.00
199844.44	162100.00
147888.89	162500.00
268089.00	166700.00
185388.89	155600.00
324377.89	306800.00
391566.78	347800.00
176288.89	164400.00
80366.67	76600.00
205655.56	252800.00
388011.22	397700.00
133766.67	225000.00
273177.78	475000.00
343300.00	494000.00
98811.11	98300.00
201188.89	192200.00
118400.00	83400.00
223711.11	226700.00
214311.11	359100.00
70188.89	150000.00
161200.00	122100.00
189722.22	125400.00
159888.89	212500.00
203466.67	184900.00
110177.78	72900.00
215388.89	248100.00
221700.00	226900.00
207255.56	279400.00
99455.56	85500.00
242600.00	239600.00
88255.56	58800.00
265755.56	291700.00
175155.56	152500.00
143055.56	140200.00
201855.56	197900.00
131266.67	179200.00
179944.44	181500.00
213622.33	223700.00
210988.89	182700.00
225622.22	378000.00
170622.22	170600.00
225711.11	486800.00
247566.67	354700.00
176722.22	105500.00
315833.33	358800.00
175900.00	165100.00
196766.67	163900.00
161155.56	214500.00
96266.67	99500.00
81355.56	132000.00
465222.67	500001.00
223255.56	384400.00
66744.44	61100.00
207955.67	133900.00
122411.11	154300.00
295444.44	276600.00
302100.00	244800.00
96900.00	106700.00
267966.67	362500.00
158755.56	100000.00
145144.44	132600.00
205144.44	191700.00
74277.78	51700.00
292311.11	196400.00
308244.44	136500.00
135777.78	113500.00
223877.78	166300.00
130355.56	190600.00
119622.22	124000.00
126166.67	95300.00
312077.78	267400.00
484300.89	500001.00
270600.11	312300.00
190466.67	137000.00
223088.89	275000.00
306788.89	362100.00
69222.22	67900.00
119088.89	158800.00
88344.44	76800.00
112422.22	138400.00
63488.89	58400.00
53066.67	42500.00
75477.78	93500.00
121988.89	197500.00
379989.00	367700.00
167400.00	176300.00
150322.22	78700.00
305022.33	182100.00
470622.78	500001.00
104333.33	105900.00
70522.22	97800.00
214511.11	173400.00
153388.89	129700.00
168900.00	225000.00
91711.11	134000.00
173822.22	122500.00
110588.89	89800.00
188155.56	126700.00
167488.89	350000.00
106633.33	95800.00
99533.33	95300.00
268433.33	373700.00
149677.78	182700.00
259177.78	301900.00
156500.00	155300.00
442133.67	470500.00
173933.33	169200.00
158400.00	180900.00
265055.67	235400.00
345255.56	313600.00
240866.67	166900.00
228311.11	190000.00
70055.56	54100.00
129133.33	92400.00
77155.56	86600.00
191944.44	187500.00
292411.11	290600.00
95477.78	71300.00
219800.00	222500.00
203366.67	190000.00
126344.44	120000.00
193211.11	176200.00
281211.11	405900.00
184233.33	174000.00
81200.00	36700.00
258644.44	304700.00
196900.00	375000.00
230033.33	235600.00
291000.00	285300.00
229800.00	236800.00
132422.22	93000.00
84144.44	105000.00
276244.44	350000.00
110133.33	107800.00
500001.00	500001.00
227011.11	264000.00
202700.00	168400.00
329300.00	409300.00
262644.44	465800.00
174311.11	263600.00
387111.33	446200.00
142611.11	124700.00
119966.67	124700.00
247133.33	224200.00
192155.56	158300.00
137488.89	133300.00
164022.22	183100.00
133511.11	140300.00
125688.89	119000.00
348889.11	500001.00
171555.56	217500.00
191366.67	223900.00
173100.00	137000.00
247988.89	300000.00
113811.11	90500.00
496600.89	500001.00
295922.22	325000.00
107355.56	106500.00
305588.89	260300.00
103388.89	73600.00
162611.11	157800.00
137066.67	136900.00
444411.33	500001.00
187089.00	157000.00
197633.33	190800.00
207955.56	252200.00
183688.89	105800.00
132955.56	174500.00
96866.67	74500.00
145222.22	99600.00
160988.89	166300.00
106033.33	115600.00
354877.89	283300.00
109922.22	102400.00
252388.89	236200.00
145155.56	137300.00
342566.78	500001.00
476100.78	500001.00
198844.44	202800.00
161700.00	154400.00
75733.33	65800.00
146244.44	268800.00
173344.44	113500.00
300644.44	288700.00
71177.78	71000.00
340255.67	500001.00
227377.78	196700.00
166166.67	160300.00
68922.22	81300.00
134666.67	106500.00
106133.33	64900.00
183233.33	258100.00
372600.33	500001.00
153577.78	156900.00
252088.89	164000.00
234111.11	189500.00
91477.78	66600.00
202266.67	231800.00
277388.89	334100.00
159011.11	139500.00
326589.11	333600.00
294000.00	180400.00
311933.33	388500.00
160955.56	135800.00
187600.00	218800.00
317900.00	161000.00
287044.56	190100.00
142633.33	129200.00
220300.00	275000.00
246011.11	191700.00
155788.89	107500.00
64588.89	66600.00
192566.67	402500.00
105144.44	89200.00
122777.78	110600.00
206644.44	131300.00
150600.00	129600.00
156522.22	153300.00
95300.00	128600.00
109955.56	168100.00
318011.22	438500.00
52333.33	150000.00
415078.00	500000.00
169877.78	163000.00
138433.33	144300.00
95477.78	101300.00
150500.00	75000.00
227055.56	209500.00
253933.33	265000.00
328677.78	258300.00
205788.89	184600.00
194811.11	187500.00
113311.11	128100.00
95488.89	58000.00
165833.33	143400.00
106411.11	113300.00
274466.78	245000.00
335633.33	260400.00
130833.33	162500.00
81811.11	66800.00
190822.22	152800.00
115588.89	118200.00
214688.89	216000.00
267300.00	208800.00
197355.56	239300.00
274833.33	435900.00
95622.22	86600.00
139033.33	150000.00
94355.56	109200.00
267188.89	257400.00
107033.33	71900.00
324044.44	301800.00
153144.44	142500.00
255655.56	251200.00
214544.44	224600.00
244466.67	244400.00
254044.44	220000.00
142900.00	165600.00
127666.67	188500.00
199144.44	165900.00
178933.33	163900.00
135188.89	97200.00
250344.44	293800.00
282400.00	310500.00
129444.44	183300.00
285455.56	196600.00
71966.67	125000.00
149922.22	212200.00
263577.78	249000.00
209211.22	67500.00
138266.67	180800.00
484634.11	500001.00
81788.89	56000.00
94377.78	116500.00
137277.78	216100.00
451489.56	500001.00
379911.11	283900.00
156022.22	203400.00
81300.00	73400.00
55133.33	62100.00
354433.56	375000.00
328833.33	413900.00
254400.00	287200.00
253644.56	165100.00
265288.89	422200.00
226311.11	269700.00
248366.78	253200.00
243055.56	154600.00
91766.67	56400.00
60322.22	59400.00
349255.56	279900.00
283855.56	282200.00
148788.89	90800.00
202333.33	153100.00
97911.11	83000.00
170688.89	125800.00
130688.89	164100.00
229833.33	189700.00
218433.33	137500.00
316089.00	357600.00
197666.67	164700.00
182788.89	192600.00
102944.44	94900.00
137922.22	187500.00
350455.67	404500.00
114877.78	165600.00
72477.67	54300.00
213400.00	188000.00
207577.78	157500.00
78344.44	69400.00
61222.22	59100.00
237911.11	335000.00
205700.00	131000.00
146600.00	143400.00
56177.78	85700.00
66633.33	55400.00
84433.33	51900.00
154311.11	302600.00
190244.44	179100.00
409411.33	412700.00
222922.22	240800.00
459211.67	359400.00
221200.00	118000.00
472745.11	500001.00
171611.11	135700.00
170311.11	133300.00
360766.78	404500.00
297155.56	330000.00
121744.44	120000.00
122322.22	116100.00
154900.00	156100.00
97366.67	84700.00
171077.78	186900.00
147411.11	111400.00
180400.00	181400.00
264544.44	216800.00
123766.67	90500.00
299588.89	217200.00
294688.89	351800.00
117600.00	93000.00
218422.33	188500.00
267611.22	435700.00
217355.56	228700.00
393055.67	443800.00
300400.00	313800.00
211133.33	185800.00
476433.78	500001.00
219055.56	158700.00
145166.67	131100.00
137288.89	90500.00
205833.33	171900.00
100777.78	98200.00
122800.00	132800.00
56144.44	63200.00
266433.33	258300.00
104677.78	134600.00
201977.78	131300.00
255033.33	297900.00
145711.11	102300.00
159744.44	150000.00
357555.67	422900.00
227722.22	353100.00
66733.33	69900.00
284644.44	321100.00
159644.44	123800.00
129200.00	112500.00
161966.67	122800.00
178411.11	230600.00
283622.22	320700.00
283433.33	330300.00
186655.56	186500.00
276966.67	259400.00
94200.00	112500.00
200911.11	251600.00
238088.89	232800.00
222633.33	255400.00
204311.11	222000.00
222577.78	112500.00
148477.78	140400.00
427022.44	309100.00
187500.00	184600.00
279333.33	249500.00
256755.56	452100.00
176344.44	146400.00
277644.44	406900.00
200700.00	262500.00
282744.44	236900.00
244033.33	192200.00
482567.44	500001.00
254300.00	183300.00
291911.11	306700.00
196533.33	135600.00
475578.44	500001.00
169222.22	155500.00
491934.11	406200.00
208300.00	214200.00
202722.22	210000.00
243877.78	235500.00
83188.89	50800.00
70066.67	48300.00
153855.56	158500.00
85800.00	321900.00
124577.78	96300.00
62344.44	258300.00
141344.44	110200.00
197444.44	245400.00
290611.11	251200.00
260222.33	236900.00
172122.22	161200.00
139400.00	215600.00
144477.78	151800.00
326511.22	376000.00
94666.67	110700.00
157955.56	107200.00
261322.22	261300.00
225688.89	222800.00
191888.89	212000.00
88744.44	98700.00
251877.78	225000.00
212777.78	381800.00
378077.78	306700.00
195622.22	199700.00
402666.67	358500.00
166155.56	187200.00
129944.44	237500.00
57044.44	61600.00
117588.89	104200.00
184066.67	162200.00
203600.00	167800.00
136622.22	105000.00
190788.89	220000.00
173300.00	350000.00
336955.56	333600.00
194600.00	251400.00
213733.33	305800.00
173277.78	215600.00
129822.22	151100.00
255111.22	241500.00
189222.22	225000.00
219677.89	170800.00
225489.00	196400.00
157733.33	162500.00
233766.67	237900.00
252311.11	396200.00
166222.22	158100.00
218911.11	212300.00
196188.89	178400.00
57744.44	53900.00
322777.78	312500.00
221266.67	177900.00
115466.67	125000.00
142244.44	127300.00
330622.33	420000.00
150622.22	113900.00
259422.22	75700.00
325866.67	335500.00
77422.22	121900.00
69000.00	85800.00
325444.56	298900.00
226288.89	178100.00
74333.33	79300.00
176300.00	183900.00
254755.67	238600.00
175055.56	137500.00
185322.22	163900.00
115144.44	107200.00
101811.11	118800.00
179744.44	168100.00
335611.33	248200.00
239844.56	94000.00
175700.00	151700.00
170088.89	151800.00
106900.00	70200.00
201244.44	204200.00
500001.00	500001.00
301677.89	328100.00
99588.89	105700.00
101711.11	60000.00
84066.67	81100.00
342388.89	361400.00
126733.33	69000.00
500001.00	500001.00
243633.33	184100.00
168544.44	259800.00
80044.44	112500.00
107655.56	116700.00
212044.44	450000.00
118244.44	118000.00
243044.56	137500.00
200822.22	233100.00
111933.33	97500.00
268422.33	224000.00
189800.00	193600.00
112333.33	92400.00
190988.89	143600.00
230533.33	202100.00
169844.44	171300.00
278000.00	267500.00
78077.78	52700.00
252322.22	316700.00
279811.22	282200.00
354800.33	385200.00
253500.00	210500.00
115022.22	97500.00
178222.22	145600.00
403789.22	325700.00
119588.89	93700.00
192533.33	143400.00
289422.22	315100.00
161377.78	179400.00
278589.00	302400.00
178966.67	106900.00
311111.22	340800.00
208066.67	236000.00
124744.44	107200.00
269633.33	341300.00
215988.89	215800.00
156400.00	109100.00
127488.89	152400.00
87388.89	95800.00
262044.44	166400.00
194111.11	189900.00
448644.78	354300.00
127355.56	143200.00
196255.56	113500.00
343144.56	264300.00
465022.78	477800.00
71233.33	69600.00
190955.56	234600.00
127155.56	168900.00
179544.44	121100.00
300822.33	260300.00
238066.67	258300.00
149277.78	170800.00
212266.67	80700.00
96044.44	95800.00
153733.33	362500.00
192877.78	163300.00
85066.67	43500.00
266000.11	154200.00
148455.56	260900.00
284411.11	290500.00
500001.00	500001.00
166522.22	125000.00
151866.67	80400.00
114688.89	97000.00
171022.22	154200.00
269222.33	187200.00
447467.22	500001.00
143933.33	188800.00
193355.56	170700.00
267211.22	236100.00
200088.89	140400.00
120388.89	96900.00
472067.11	500001.00
185500.00	110700.00
269500.11	223900.00
230255.56	172500.00
201755.56	191800.00
125344.44	121300.00
122188.89	143400.00
300066.89	183600.00
131888.89	159400.00
155766.67	174100.00
70455.56	63900.00
194066.67	340600.00
201922.22	164800.00
164577.78	153700.00
177677.78	220100.00
120377.78	114100.00
199855.56	172700.00
133888.89	135300.00
218722.22	209800.00
128955.56	159000.00
219477.78	161300.00
292800.00	301900.00
191933.33	136700.00
234466.67	214100.00
128800.00	96700.00
318800.22	457500.00
308800.00	273700.00
83500.00	101800.00
138377.78	137500.00
72566.67	87800.00
282600.00	368300.00
494867.56	500001.00
174055.56	189700.00
500001.00	500001.00
193744.44	178200.00
136377.78	190000.00
203700.00	276500.00
190777.78	194000.00
219633.44	394000.00
100433.33	58600.00
462067.22	483300.00
258877.78	397800.00
194744.44	156000.00
73366.67	59300.00
221744.44	168800.00
274966.67	171900.00
201911.11	197600.00
267366.67	302100.00
291577.78	287600.00
185466.67	200400.00
66833.33	43300.00
182955.56	316700.00
199522.22	73800.00
323500.00	342300.00
246477.78	202000.00
89477.78	500001.00
239577.78	275700.00
228722.22	254800.00
83444.44	76400.00
414900.44	431000.00
175722.22	156300.00
68277.78	69600.00
87488.89	89900.00
288511.11	275000.00
108844.44	124500.00
190944.44	201900.00
222422.33	133800.00
202733.33	158500.00
128211.11	134400.00
399711.33	481500.00
174433.33	134200.00
75777.78	137500.00
156266.67	74800.00
192844.44	270500.00
206044.44	328800.00
96544.44	86100.00
447255.89	423700.00
74266.67	65500.00
119000.00	113500.00
203544.44	208900.00
173700.00	162500.00
90811.11	94700.00
168411.11	154300.00
200011.11	231700.00
124544.44	116100.00
89933.33	92400.00
161211.11	137900.00
104500.00	139000.00
98855.56	104100.00
215133.33	194600.00
238744.44	267500.00
209255.56	245300.00
336433.44	500001.00
256611.11	190800.00
95222.22	103800.00
127511.11	113700.00
117955.56	122700.00
205300.00	236400.00
157877.78	145200.00
216755.56	251200.00
176144.44	148800.00
265922.33	287500.00
163788.89	194100.00
287533.33	420300.00
74344.44	68500.00
316422.33	395000.00
284288.89	111700.00
70411.11	66600.00
319555.67	382200.00
358600.11	354400.00
133411.11	107700.00
194544.44	266700.00
234188.89	224400.00
250200.00	323800.00
235544.44	287500.00
116344.44	81600.00
166277.78	122500.00
240266.67	152900.00
261933.44	266400.00
75811.11	107800.00
277700.00	356800.00
295155.56	271200.00
177277.78	170400.00
228588.89	173200.00
176444.44	155100.00
118966.67	146700.00
116522.22	165600.00
219155.56	201500.00
245611.11	310000.00
109544.44	162500.00
306855.56	204100.00
146877.78	146600.00
142288.89	159300.00
180288.89	174400.00
141711.11	158000.00
216377.78	500001.00
276944.44	221200.00
207344.44	136300.00
246555.56	286100.00
223544.44	198400.00
106666.67	87500.00
500001.00	500001.00
184200.00	125600.00
230900.00	228200.00
134855.56	177300.00
129144.44	247400.00
204711.11	200000.00
189400.00	128300.00
193355.56	155000.00
212611.11	185800.00
85677.78	137500.00
187533.44	42500.00
248544.44	320500.00
204700.00	208200.00
233200.00	232400.00
423655.67	363000.00
258788.89	221000.00
168955.56	47500.00
247433.33	327200.00
127944.44	141700.00
107177.78	150300.00
177755.56	217000.00
110044.44	104300.00
200377.78	213300.00
245555.56	175800.00
500001.00	500001.00
254355.56	237500.00
114788.89	151500.00
116377.78	81800.00
369200.00	500001.00
162866.78	149500.00
216822.22	208200.00
191177.78	252600.00
115711.11	350000.00
409000.00	294500.00
135488.89	95600.00
59355.56	54100.00
72911.11	66300.00
473411.78	500001.00
258677.78	203900.00
340411.22	351100.00
374411.33	300900.00
283255.67	328900.00
161366.67	145700.00
258933.44	248300.00
224700.00	229300.00
293600.00	500001.00
205900.00	187000.00
500001.00	500001.00
264433.44	231200.00
245300.00	273100.00
198500.00	256700.00
200611.11	162000.00
183711.11	112500.00
84722.22	77100.00
334711.11	341400.00
234177.78	294100.00
64166.67	62800.00
115577.78	133100.00
325600.00	316400.00
156722.22	157500.00
403678.00	405000.00
252166.67	328400.00
184400.00	198400.00
234577.78	225600.00
396089.00	376000.00
142533.33	87800.00
416789.11	425800.00
209155.56	167600.00
184233.33	271200.00
237744.44	263300.00
106855.56	97200.00
278444.44	327300.00
93000.00	104200.00
191888.89	201000.00
106233.33	111800.00
136800.00	159500.00
157077.78	126700.00
321577.89	382500.00
115833.33	123500.00
106933.33	88400.00
315244.56	500001.00
119577.78	97100.00
262055.56	196200.00
167177.78	139800.00
160600.00	111400.00
334766.67	230800.00
287855.56	276500.00
80988.89	70000.00
265944.56	195000.00
239322.22	240900.00
197477.78	225000.00
373366.78	347400.00
220055.56	225000.00
218744.44	148400.00
158800.00	109900.00
303500.00	226800.00
141944.44	364700.00
251444.44	192300.00
301277.89	252700.00
145677.78	79400.00
271955.56	246400.00
302322.22	207900.00
102833.33	88000.00
150533.33	139000.00
124544.44	200000.00
153322.22	94700.00
362455.67	500001.00
157377.78	135400.00
178066.67	153800.00
172722.22	196300.00
198500.00	144100.00
189866.67	270800.00
119033.33	116800.00
70277.78	51700.00
274333.44	271100.00
176911.11	276000.00
237722.22	219400.00
488556.44	500001.00
245288.89	266100.00
220633.33	234200.00
187300.00	205000.00
95855.56	105700.00
163666.67	170700.00
164322.22	144800.00
130155.56	124900.00
321088.89	302400.00
473778.56	500001.00
239133.33	194700.00
172966.67	361700.00
261466.89	231600.00
125255.56	124700.00
132611.11	187500.00
105244.44	168800.00
360466.67	346100.00
215155.56	100000.00
500001.00	500001.00
185100.00	96100.00
189166.67	140900.00
161533.33	131300.00
76911.11	63000.00
65888.89	72200.00
117866.67	93400.00
91466.67	68800.00
55800.00	61900.00
109266.67	93000.00
184666.67	94300.00
144755.56	157800.00
168866.67	174900.00
262766.67	314800.00
174977.78	150000.00
101833.33	118800.00
198255.56	320800.00
130433.33	96400.00
119977.78	105700.00
70333.33	72300.00
146755.56	175000.00
235722.22	240700.00
95722.22	126400.00
179188.89	206300.00
131922.22	125000.00
245711.11	251100.00
143755.56	164400.00
382955.56	398200.00
122766.67	97500.00
232100.00	331600.00
181344.44	152200.00
364600.11	268700.00
93555.56	68000.00
71755.56	47500.00
74022.22	73700.00
154300.00	212000.00
290088.89	246100.00
125633.33	184400.00
261966.67	312500.00
96655.56	96100.00
171488.89	158900.00
300622.33	299400.00
264011.11	238900.00
153222.22	253600.00
203833.33	360300.00
176988.89	195500.00
